region,slot_index,utc_timestamp,residual_load_mw,signal_model,source_dataset
DE,39,2022-08-02T15:00:00Z,28517.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,40,2022-08-02T16:00:00Z,31943.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,41,2022-08-02T17:00:00Z,34925.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,42,2022-08-02T18:00:00Z,37152.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,43,2022-08-02T19:00:00Z,38371.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,44,2022-08-02T20:00:00Z,37982.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,45,2022-08-02T21:00:00Z,34932.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,46,2022-08-02T22:00:00Z,32562.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,47,2022-08-02T23:00:00Z,31660.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,48,2022-08-03T00:00:00Z,30816.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,49,2022-08-03T01:00:00Z,31283.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,50,2022-08-03T02:00:00Z,32807.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,51,2022-08-03T03:00:00Z,36180.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,52,2022-08-03T04:00:00Z,42218.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,53,2022-08-03T05:00:00Z,46304.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,54,2022-08-03T06:00:00Z,46965.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,55,2022-08-03T07:00:00Z,45504.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,56,2022-08-03T08:00:00Z,43672.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,57,2022-08-03T09:00:00Z,43104.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,58,2022-08-03T10:00:00Z,41370.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,59,2022-08-03T11:00:00Z,39656.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,60,2022-08-03T12:00:00Z,39332.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,61,2022-08-03T13:00:00Z,40048.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,62,2022-08-03T14:00:00Z,40829.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,63,2022-08-03T15:00:00Z,43647.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,64,2022-08-03T16:00:00Z,45603.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,65,2022-08-03T17:00:00Z,47661.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,66,2022-08-03T18:00:00Z,48596.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,67,2022-08-03T19:00:00Z,47017.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,68,2022-08-03T20:00:00Z,43560.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,69,2022-08-03T21:00:00Z,39690.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,70,2022-08-03T22:00:00Z,37067.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
DE,71,2022-08-03T23:00:00Z,34984.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,0,2022-08-01T00:00:00Z,36005.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,1,2022-08-01T01:00:00Z,33860.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,2,2022-08-01T02:00:00Z,32830.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,3,2022-08-01T03:00:00Z,32891.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,4,2022-08-01T04:00:00Z,33040.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,5,2022-08-01T05:00:00Z,33804.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,6,2022-08-01T06:00:00Z,35390.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,7,2022-08-01T07:00:00Z,37270.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,8,2022-08-01T08:00:00Z,38189.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,9,2022-08-01T09:00:00Z,38915.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,10,2022-08-01T10:00:00Z,40446.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,11,2022-08-01T11:00:00Z,38962.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,12,2022-08-01T12:00:00Z,37746.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,13,2022-08-01T13:00:00Z,36773.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,14,2022-08-01T14:00:00Z,36226.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,15,2022-08-01T15:00:00Z,36936.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,16,2022-08-01T16:00:00Z,37917.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,17,2022-08-01T17:00:00Z,38377.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,18,2022-08-01T18:00:00Z,37526.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,19,2022-08-01T19:00:00Z,37913.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,20,2022-08-01T20:00:00Z,39941.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,21,2022-08-01T21:00:00Z,39874.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,22,2022-08-01T22:00:00Z,36321.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,23,2022-08-01T23:00:00Z,33885.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,24,2022-08-02T00:00:00Z,32722.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,25,2022-08-02T01:00:00Z,30798.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,26,2022-08-02T02:00:00Z,29917.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,27,2022-08-02T03:00:00Z,29774.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,28,2022-08-02T04:00:00Z,29238.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,29,2022-08-02T05:00:00Z,29358.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,30,2022-08-02T06:00:00Z,30632.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,31,2022-08-02T07:00:00Z,31576.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,32,2022-08-02T08:00:00Z,32839.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,33,2022-08-02T09:00:00Z,33875.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,34,2022-08-02T10:00:00Z,35660.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,35,2022-08-02T11:00:00Z,33887.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,36,2022-08-02T12:00:00Z,32054.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,37,2022-08-02T13:00:00Z,30927.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,38,2022-08-02T14:00:00Z,30315.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,39,2022-08-02T15:00:00Z,31206.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,40,2022-08-02T16:00:00Z,33313.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,41,2022-08-02T17:00:00Z,35607.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,42,2022-08-02T18:00:00Z,36044.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,43,2022-08-02T19:00:00Z,36716.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,44,2022-08-02T20:00:00Z,38498.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,45,2022-08-02T21:00:00Z,38668.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,46,2022-08-02T22:00:00Z,35294.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,47,2022-08-02T23:00:00Z,33203.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,48,2022-08-03T00:00:00Z,32021.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,49,2022-08-03T01:00:00Z,30491.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,50,2022-08-03T02:00:00Z,30338.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,51,2022-08-03T03:00:00Z,31864.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,52,2022-08-03T04:00:00Z,34080.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,53,2022-08-03T05:00:00Z,36691.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,54,2022-08-03T06:00:00Z,39359.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,55,2022-08-03T07:00:00Z,40521.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,56,2022-08-03T08:00:00Z,40272.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,57,2022-08-03T09:00:00Z,40042.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,58,2022-08-03T10:00:00Z,40466.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,59,2022-08-03T11:00:00Z,38780.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,60,2022-08-03T12:00:00Z,37435.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,61,2022-08-03T13:00:00Z,35640.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,62,2022-08-03T14:00:00Z,34672.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,63,2022-08-03T15:00:00Z,34630.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,64,2022-08-03T16:00:00Z,36540.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,65,2022-08-03T17:00:00Z,38496.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,66,2022-08-03T18:00:00Z,37839.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,67,2022-08-03T19:00:00Z,38018.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,68,2022-08-03T20:00:00Z,39620.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,69,2022-08-03T21:00:00Z,39601.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,70,2022-08-03T22:00:00Z,35843.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
FR,71,2022-08-03T23:00:00Z,33551.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,0,2022-08-01T00:00:00Z,22060.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,1,2022-08-01T01:00:00Z,20684.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,2,2022-08-01T02:00:00Z,20112.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,3,2022-08-01T03:00:00Z,19734.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,4,2022-08-01T04:00:00Z,19677.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,5,2022-08-01T05:00:00Z,19589.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,6,2022-08-01T06:00:00Z,20186.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,7,2022-08-01T07:00:00Z,20924.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,8,2022-08-01T08:00:00Z,21255.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,9,2022-08-01T09:00:00Z,21454.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,10,2022-08-01T10:00:00Z,21348.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,11,2022-08-01T11:00:00Z,21399.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,12,2022-08-01T12:00:00Z,20869.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,13,2022-08-01T13:00:00Z,19384.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,14,2022-08-01T14:00:00Z,18263.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,15,2022-08-01T15:00:00Z,17580.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,16,2022-08-01T16:00:00Z,17399.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,17,2022-08-01T17:00:00Z,18120.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,18,2022-08-01T18:00:00Z,20218.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,19,2022-08-01T19:00:00Z,21570.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,20,2022-08-01T20:00:00Z,21290.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,21,2022-08-01T21:00:00Z,19318.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,22,2022-08-01T22:00:00Z,17717.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,23,2022-08-01T23:00:00Z,16114.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,24,2022-08-02T00:00:00Z,15275.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,25,2022-08-02T01:00:00Z,15025.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,26,2022-08-02T02:00:00Z,15011.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,27,2022-08-02T03:00:00Z,14904.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,28,2022-08-02T04:00:00Z,15007.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,29,2022-08-02T05:00:00Z,14530.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,30,2022-08-02T06:00:00Z,14217.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,31,2022-08-02T07:00:00Z,13659.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,32,2022-08-02T08:00:00Z,13154.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,33,2022-08-02T09:00:00Z,13672.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,34,2022-08-02T10:00:00Z,14177.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
ES,35,2022-08-02T11:00:00Z,14698.0,residual_load_lite_load_minus_wind_solar (analog year 2020; OPSD lacks 2022),OPSD time_series 2020-10-06
