region,slot_index,price_eur_per_kwh,air_damage_low_eur_per_kwh,air_damage_high_eur_per_kwh,source
FR,19,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,20,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,21,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,22,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,23,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,24,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,25,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,26,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,27,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,28,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,29,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,30,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,31,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,32,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,33,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,34,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,35,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,36,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,37,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,38,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,39,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,40,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,41,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,42,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,43,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,44,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,45,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,46,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
FR,47,0.000862,0.000227,0.003594,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,0,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,1,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,2,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,3,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,4,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,5,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,6,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,7,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,8,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,9,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,10,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,11,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,12,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,13,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,14,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,15,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,16,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,17,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,18,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,19,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,20,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,21,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,22,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,23,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,24,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,25,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,26,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,27,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,28,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,29,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,30,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,31,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,32,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,33,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,34,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,35,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,36,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,37,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,38,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,39,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,40,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,41,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,42,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,43,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,44,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,45,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,46,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
DE,47,0.012452,0.003612,0.045908,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,0,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,1,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,2,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,3,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,4,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,5,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,6,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,7,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,8,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,9,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,10,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,11,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,12,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,13,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,14,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,15,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,16,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,17,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,18,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,19,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,20,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,21,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,22,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,23,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,24,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,25,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,26,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,27,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,28,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,29,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,30,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,31,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,32,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,33,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,34,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,35,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,36,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,37,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,38,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,39,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,40,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,41,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,42,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,43,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,44,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,45,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,46,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
ES,47,0.003068,0.000818,0.012434,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,0,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,1,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,2,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,3,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,4,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,5,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,6,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,7,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,8,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,9,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,10,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,11,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,12,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,13,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,14,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,15,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,16,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,17,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,18,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,19,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,20,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,21,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,22,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,23,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,24,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,25,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,26,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,27,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,28,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,29,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,30,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,31,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,32,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,33,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,34,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,35,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,36,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,37,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,38,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,39,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,40,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,41,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,42,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,43,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,44,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,45,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,46,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
IT-NO,47,0.005746,0.001542,0.023037,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,0,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,1,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,2,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,3,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,4,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,5,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,6,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,7,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,8,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,9,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,10,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,11,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,12,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,13,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,14,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,15,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,16,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,17,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,18,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,19,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,20,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,21,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,22,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,23,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,24,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,25,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,26,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,27,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,28,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,29,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,30,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,31,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,32,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,33,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,34,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,35,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,36,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,37,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,38,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,39,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,40,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,41,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,42,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,43,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,44,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,45,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,46,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
SE,47,0.000967,0.000267,0.003907,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,0,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,1,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,2,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,3,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,4,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,5,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,6,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,7,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,8,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,9,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,10,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,11,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,12,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,13,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,14,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,15,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,16,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,17,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,18,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,19,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,20,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,21,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,22,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,23,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,24,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,25,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,26,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,27,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,28,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,29,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,30,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,31,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,32,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,33,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,34,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,35,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,36,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,37,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,38,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
PL,39,0.024160,0.007080,0.087516,mix x EMEP/EEA-class EF x ETC/ATNI-class damage
