region,slot_index,weather_time_utc,wet_bulb_c,direct_wue_l_per_kwh,pue,cooling_kappa,evaporative_mode_active,model
ERCO,13,2018-07-23T13:00:00Z,22.034,0.7998,1.1794,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,14,2018-07-23T14:00:00Z,22.845,0.8021,1.1932,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,15,2018-07-23T15:00:00Z,23.185,0.803,1.2034,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,16,2018-07-23T16:00:00Z,23.767,0.8043,1.213,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,17,2018-07-23T17:00:00Z,24.21,0.8052,1.2202,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,18,2018-07-23T18:00:00Z,24.721,0.806,1.2262,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,19,2018-07-23T19:00:00Z,24.938,0.8064,1.2322,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,20,2018-07-23T20:00:00Z,25.597,0.8072,1.2352,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,21,2018-07-23T21:00:00Z,25.566,0.8072,1.2328,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,22,2018-07-23T22:00:00Z,25.566,0.8072,1.2328,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,23,2018-07-23T23:00:00Z,25.37,0.8069,1.2292,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,24,2018-07-24T00:00:00Z,23.617,0.804,1.2196,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,25,2018-07-24T01:00:00Z,23.081,0.8027,1.201,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,26,2018-07-24T02:00:00Z,22.688,0.8017,1.195,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,27,2018-07-24T03:00:00Z,22.273,0.8005,1.195,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,28,2018-07-24T04:00:00Z,21.627,0.7985,1.1902,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,29,2018-07-24T05:00:00Z,21.624,0.7985,1.1872,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,30,2018-07-24T06:00:00Z,21.686,0.7987,1.1848,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,31,2018-07-24T07:00:00Z,21.48,0.798,1.1806,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,32,2018-07-24T08:00:00Z,21.422,0.7978,1.1776,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,33,2018-07-24T09:00:00Z,21.437,0.7979,1.174,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,34,2018-07-24T10:00:00Z,21.511,0.7981,1.171,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,35,2018-07-24T11:00:00Z,21.313,0.7975,1.1674,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,36,2018-07-24T12:00:00Z,21.545,0.7982,1.1668,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,37,2018-07-24T13:00:00Z,21.929,0.7995,1.1716,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,38,2018-07-24T14:00:00Z,21.953,0.7996,1.1776,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,39,2018-07-24T15:00:00Z,22.337,0.8007,1.1854,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,40,2018-07-24T16:00:00Z,22.809,0.802,1.1944,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,41,2018-07-24T17:00:00Z,23.132,0.8028,1.1998,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,42,2018-07-24T18:00:00Z,23.043,0.8026,1.204,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,43,2018-07-24T19:00:00Z,23.058,0.8026,1.2094,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,44,2018-07-24T20:00:00Z,23.032,0.8026,1.213,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,45,2018-07-24T21:00:00Z,22.98,0.8025,1.2088,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,46,2018-07-24T22:00:00Z,22.894,0.8022,1.21,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
ERCO,47,2018-07-24T23:00:00Z,22.495,0.8012,1.2088,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,0,2018-07-23T00:00:00Z,18.798,0.787,1.159,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,1,2018-07-23T01:00:00Z,18.671,0.7864,1.1536,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,2,2018-07-23T02:00:00Z,17.762,0.7817,1.1422,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,3,2018-07-23T03:00:00Z,16.896,0.7768,1.1308,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,4,2018-07-23T04:00:00Z,16.247,0.7728,1.1206,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,5,2018-07-23T05:00:00Z,15.866,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,6,2018-07-23T06:00:00Z,15.321,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,7,2018-07-23T07:00:00Z,15.115,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,8,2018-07-23T08:00:00Z,15.037,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,9,2018-07-23T09:00:00Z,14.86,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,10,2018-07-23T10:00:00Z,14.715,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,11,2018-07-23T11:00:00Z,14.617,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,12,2018-07-23T12:00:00Z,14.689,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,13,2018-07-23T13:00:00Z,14.647,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,14,2018-07-23T14:00:00Z,14.487,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,15,2018-07-23T15:00:00Z,14.814,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,16,2018-07-23T16:00:00Z,15.192,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,17,2018-07-23T17:00:00Z,15.907,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,18,2018-07-23T18:00:00Z,16.671,0.7755,1.132,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,19,2018-07-23T19:00:00Z,17.289,0.7791,1.144,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,20,2018-07-23T20:00:00Z,17.796,0.7819,1.1554,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,21,2018-07-23T21:00:00Z,18.498,0.7855,1.1656,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,22,2018-07-23T22:00:00Z,18.88,0.7874,1.1698,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,23,2018-07-23T23:00:00Z,18.661,0.7863,1.1668,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,24,2018-07-24T00:00:00Z,18.213,0.7841,1.1572,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,25,2018-07-24T01:00:00Z,18.042,0.7832,1.1548,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,26,2018-07-24T02:00:00Z,17.151,0.7783,1.141,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,27,2018-07-24T03:00:00Z,16.081,0.7718,1.1254,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,28,2018-07-24T04:00:00Z,15.411,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,29,2018-07-24T05:00:00Z,14.669,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,30,2018-07-24T06:00:00Z,14.35,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,31,2018-07-24T07:00:00Z,14.044,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,32,2018-07-24T08:00:00Z,13.672,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,33,2018-07-24T09:00:00Z,13.741,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,34,2018-07-24T10:00:00Z,14.054,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,35,2018-07-24T11:00:00Z,14.161,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,36,2018-07-24T12:00:00Z,13.943,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,37,2018-07-24T13:00:00Z,13.872,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,38,2018-07-24T14:00:00Z,13.698,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,39,2018-07-24T15:00:00Z,14.38,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,40,2018-07-24T16:00:00Z,15.212,0.04,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,41,2018-07-24T17:00:00Z,16.092,0.7719,1.12,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,42,2018-07-24T18:00:00Z,16.762,0.776,1.1308,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,43,2018-07-24T19:00:00Z,17.438,0.7799,1.144,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,44,2018-07-24T20:00:00Z,18.205,0.784,1.1548,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,45,2018-07-24T21:00:00Z,18.712,0.7866,1.162,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,46,2018-07-24T22:00:00Z,19.036,0.7882,1.1656,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
CISO,47,2018-07-24T23:00:00Z,18.87,0.7874,1.1644,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,0,2018-07-23T00:00:00Z,16.588,0.6833,1.2004,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,1,2018-07-23T01:00:00Z,16.172,0.681,1.1998,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,2,2018-07-23T02:00:00Z,15.86,0.6792,1.1968,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,3,2018-07-23T03:00:00Z,16.202,0.6812,1.1758,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,4,2018-07-23T04:00:00Z,14.456,0.6707,1.1554,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,5,2018-07-23T05:00:00Z,14.725,0.6724,1.1674,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,6,2018-07-23T06:00:00Z,13.884,0.6669,1.1542,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,7,2018-07-23T07:00:00Z,13.028,0.03,1.201,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,8,2018-07-23T08:00:00Z,13.383,0.6635,1.1578,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,9,2018-07-23T09:00:00Z,12.726,0.03,1.1614,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,10,2018-07-23T10:00:00Z,11.994,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,11,2018-07-23T11:00:00Z,11.178,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,12,2018-07-23T12:00:00Z,12.066,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,13,2018-07-23T13:00:00Z,11.685,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,14,2018-07-23T14:00:00Z,12.363,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,15,2018-07-23T15:00:00Z,13.159,0.03,1.1488,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,16,2018-07-23T16:00:00Z,14.554,0.03,1.2046,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,17,2018-07-23T17:00:00Z,15.989,0.68,1.1662,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,18,2018-07-23T18:00:00Z,16.715,0.684,1.1824,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,19,2018-07-23T19:00:00Z,16.994,0.6854,1.195,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,20,2018-07-23T20:00:00Z,17.382,0.6874,1.2046,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,21,2018-07-23T21:00:00Z,17.729,0.6891,1.2112,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,22,2018-07-23T22:00:00Z,18.109,0.6909,1.2148,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,23,2018-07-23T23:00:00Z,18.425,0.6924,1.2178,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,24,2018-07-24T00:00:00Z,17.828,0.6896,1.2196,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,25,2018-07-24T01:00:00Z,17.338,0.6872,1.2148,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,26,2018-07-24T02:00:00Z,17.095,0.686,1.2052,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,27,2018-07-24T03:00:00Z,16.743,0.6841,1.1956,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,28,2018-07-24T04:00:00Z,15.934,0.6797,1.1854,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,29,2018-07-24T05:00:00Z,15.879,0.6793,1.1752,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,30,2018-07-24T06:00:00Z,16.132,0.6808,1.1656,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,31,2018-07-24T07:00:00Z,16.045,0.6803,1.1584,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,32,2018-07-24T08:00:00Z,15.852,0.6792,1.1512,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,33,2018-07-24T09:00:00Z,15.566,0.03,1.1848,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,34,2018-07-24T10:00:00Z,15.181,0.03,1.1452,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,35,2018-07-24T11:00:00Z,14.533,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,36,2018-07-24T12:00:00Z,13.833,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,37,2018-07-24T13:00:00Z,12.79,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,38,2018-07-24T14:00:00Z,13.832,0.03,1.1344,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,39,2018-07-24T15:00:00Z,15.319,0.03,1.1794,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,40,2018-07-24T16:00:00Z,17.043,0.6857,1.1536,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,41,2018-07-24T17:00:00Z,18.3,0.6918,1.1728,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,42,2018-07-24T18:00:00Z,18.375,0.6921,1.192,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,43,2018-07-24T19:00:00Z,17.575,0.6884,1.2064,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,44,2018-07-24T20:00:00Z,17.399,0.6875,1.2154,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,45,2018-07-24T21:00:00Z,17.223,0.6866,1.222,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,46,2018-07-24T22:00:00Z,17.518,0.6881,1.225,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
BPAT,47,2018-07-24T23:00:00Z,17.459,0.6878,1.2244,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
